cdbguogid,cdbgname,stusab,cdbgty,r/e majority,LMI r/e majority,LMI majority tenure,White LMI majority tenure,Black LMI majority tenure,Minority LMI majority tenure,LMI problems, majority r/e,LMI problems, majority tenure,%white,%black,%other,LMI %owner,White LMI %owner,Black LMI %owner,Minority LMI %owner,LMI %white,LMI %black,All minorities % LMI,White %LMI,Black %LMI,All minorities %LMI,LMI problems %white,LMI problems %owner,LMI problems %white owner,LMI problems %white renter,LMI problems %black owner,LMI problems %black renter,LMI problems %other owner,LMI problems %other renter,All,LMI,LMI owners,LMI renters,White,White LMI,White LMI owners,White LMI renters,Black,Black LMI,Black LMI owners,Black LMI renters,Other,Other LMI,Other LMI owners,Other LMI renters,LMI with severe housing prob,LMI owners with severe housing prob,LMI renters with severe housing prob,White LMI with severe housing prob,White LMI owners with severe housing prob,White LMI renters with severe housing prob,Black LMI with severe housing prob,Black LMI owners with severe housing prob,Black LMI renters with severe housing prob,Other LMI with severe housing prob,Other LMI owners with severe housing prob,Other LMI renters with severe housing prob
52304,Rogers,AR,51,white,white,renter,renter,renter,renter,white,renters,75%,2%,23%,45%,49%,3%,35%,69%,1%,31%,33%,23%,46%,64%,37%,31%,33%,0%,1%,7%,28%,39030,14169,6317,7852,29342,9719,4777,4942,650,148,4,144,9038,4302,1536,2766,3797,1418,2379,2418,1163,1255,48,4,44,1331,251,1080
52466,Springdale,AR,51,white,minority,renter,renter,renter,renter,minority,renters,61%,3%,35%,37%,47%,6%,27%,49%,4%,51%,39%,52%,65%,42%,29%,15%,27%,1%,5%,14%,39%,27190,13349,4917,8432,16696,6576,3065,3511,947,492,29,463,9547,6281,1823,4458,3813,1114,2699,1586,562,1024,199,25,174,2028,527,1501
52556,Texarkana,AR,52,white,white,renter,owner,renter,renter,minority,renters,70%,25%,5%,44%,57%,26%,25%,60%,33%,40%,37%,59%,59%,41%,27%,20%,21%,7%,42%,0%,10%,17010,7447,3273,4174,11966,4459,2534,1925,4214,2494,644,1850,830,494,95,399,2355,647,1708,969,482,487,1145,161,984,241,4,237
52754,West Memphis,AR,52,minority,black,renter,owner,renter,renter,black,renters,45%,48%,7%,37%,57%,29%,28%,30%,62%,70%,36%,71%,70%,17%,20%,7%,10%,12%,62%,1%,9%,13885,7645,2816,4829,6227,2257,1284,973,6691,4722,1387,3335,967,666,145,521,2347,460,1887,408,168,240,1714,270,1444,225,22,203
60012,Alameda,CA,52,white,minority,renter,renter,renter,renter,minority,renters,53%,8%,39%,30%,42%,3%,21%,44%,12%,56%,28%,52%,40%,46%,26%,16%,30%,0%,8%,10%,36%,30585,10229,3096,7133,16214,4541,1901,2640,2364,1225,34,1191,12007,4463,1161,3302,4499,1169,3330,2074,709,1365,355,15,340,2070,445,1625
60030,Alhambra,CA,52,minority,minority,renter,renter,renter,renter,minority,renters,12%,2%,86%,29%,45%,7%,27%,11%,2%,89%,51%,62%,56%,8%,25%,3%,5%,0%,2%,22%,68%,29175,16085,4688,11397,3396,1734,780,954,545,337,24,313,25234,14014,3884,10130,8484,2109,6375,681,247,434,202,24,178,7601,1838,5763
60032,Aliso Viejo,CA,52,white,white,renter,renter,renter,renter,white,renters,68%,2%,30%,44%,44%,6%,43%,66%,3%,34%,28%,51%,31%,68%,40%,26%,43%,0%,3%,14%,14%,21410,6273,2755,3518,14609,4151,1839,2312,355,180,10,170,6446,1942,906,1036,3325,1315,2010,2274,850,1424,125,10,115,926,455,471
60078,Anaheim,CA,51,minority,minority,renter,renter,renter,renter,minority,renters,36%,3%,62%,32%,46%,11%,27%,28%,3%,72%,44%,60%,63%,22%,24%,8%,15%,0%,3%,16%,58%,128185,72102,23252,48850,45529,20077,9203,10874,3490,2109,232,1877,79166,49916,13817,36099,37927,9050,28877,8483,2848,5635,1138,50,1088,28306,6152,22154
60102,Antioch,CA,52,minority,minority,renter,owner,renter,renter,minority,renters,40%,19%,41%,46%,62%,14%,37%,35%,22%,65%,40%,55%,50%,28%,35%,14%,14%,3%,25%,18%,26%,39285,18237,8372,9865,15816,6391,3966,2425,7373,4059,567,3492,16096,7787,3839,3948,8471,2988,5483,2348,1158,1190,2377,273,2104,3746,1557,2189
60108,Apple Valley,CA,52,white,white,owner,owner,renter,renter,minority,renters,62%,9%,30%,52%,60%,29%,42%,57%,9%,43%,42%,49%,51%,50%,44%,26%,23%,2%,11%,16%,21%,27750,12493,6534,5959,17150,7127,4263,2864,2366,1168,335,833,8234,4198,1936,2262,5169,2290,2879,2583,1369,1214,666,102,564,1920,819,1101
